source_uuid,source_label,target_uuid,target_label,relation,weight
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,5dd08d1f-27b5-5645-ae9e-314a6dda79e8,症状,临床症状,0.8
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,2979aade-51ec-5d72-8bb1-9767cad7c510,症状,临床症状,0.8
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,11927d5f-ca0f-50a2-b925-74f3835cf68b,症状,临床症状,0.8
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,4e9a0e34-efae-5934-bdbb-66747ef70738,症状,临床症状,0.8
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,46cde4a3-45f2-5cce-b8b0-f20248700bd6,症状,临床症状,0.8
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,e20d1073-666e-5927-ab90-f95f52f514b4,症状,临床症状,0.8
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,b42eff96-1fc9-5170-804e-aabd9e43b91b,症状,临床症状,0.8
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,030ba14e-3cf5-57cd-9b9e-062159bf69c7,症状,临床症状,0.8
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,3ecd66a8-d0bf-5849-8ab3-d6425e6293a4,症状,临床症状,0.8
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,132e3c46-2ffc-570a-adbe-0d74fddfec2b,症状,临床症状,0.8
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,fdbc4ffb-31e6-534d-b263-1fc6be4616e6,应对技巧,推荐干预,0.9
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,0c123fc2-2235-53fc-bbd0-a02fe1fd6bf8,应对技巧,推荐干预,0.9
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,d07e4f5d-09ee-56f8-9805-43ea33d22ef1,应对技巧,推荐干预,0.9
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,1334edbc-7823-5ff2-8252-f00c5536ed12,应对技巧,推荐干预,0.9
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,10f10cad-7d56-5b27-b86f-e352feab5650,应对技巧,推荐干预,0.9
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,6fbd033f-2226-5e90-ad64-33ffdf7b67dc,应对技巧,推荐干预,0.9
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,99170ec0-45e8-5320-85a8-247f53b377c4,文章,科普阅读,0.95
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,8ed30313-dab5-521d-a41f-4252fb51fc7f,文章,科普阅读,0.95
30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,72488aac-9488-5089-95ce-faac007b9c4c,校园政策,依据政策,0.9
2d8d73b3-9aeb-5326-84f0-2ca8185cebee,校园事件,30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,诱导场景,0.8
a1d619db-88ae-5f36-8bc9-4c10fc5ce7bc,校园事件,30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,诱导场景,0.8
c3a7f8e1-4b2d-4c5a-9f1e-8d2a3b4c5d6e,校园事件,30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,诱导场景,0.8
f7b2c9a4-1d3e-4f5b-8a6c-7e9d0b1c2a3f,校园事件,30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,诱导场景,0.8
d4e5f6a7-3b2c-4d1e-8f9a-0b1c2d3e4f5a,校园事件,30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,诱导场景,0.8
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,校园事件,30252c3e-4bee-55cb-941e-9d4c8ea425a3,心理问题,诱导场景,0.8
b698f787-7128-5869-af6d-5f8c85086946,心理问题,a10609a5-ef9f-504e-884a-c19f10f15bbe,症状,临床症状,0.8
b698f787-7128-5869-af6d-5f8c85086946,心理问题,3996225e-acfa-5c2b-b8f2-169eebad202a,症状,临床症状,0.8
b698f787-7128-5869-af6d-5f8c85086946,心理问题,7a949c41-0b28-5872-976d-9f0c2472cfff,症状,临床症状,0.8
b698f787-7128-5869-af6d-5f8c85086946,心理问题,e8b34429-5f86-570f-b6d1-ecbc0c7190a0,症状,临床症状,0.8
b698f787-7128-5869-af6d-5f8c85086946,心理问题,f93bc846-3535-54c7-849a-2e4617078e67,症状,临床症状,0.8
b698f787-7128-5869-af6d-5f8c85086946,心理问题,38605036-3a18-5c01-97d9-73a8986ba5b5,症状,临床症状,0.8
b698f787-7128-5869-af6d-5f8c85086946,心理问题,765d9f4f-e1f6-5daa-b779-0e558848c9a3,症状,临床症状,0.8
b698f787-7128-5869-af6d-5f8c85086946,心理问题,0ee867f2-5dbf-553c-b0ce-79810fafc7d8,症状,临床症状,0.8
b698f787-7128-5869-af6d-5f8c85086946,心理问题,019c81dd-210f-5b8a-8fce-b9d285f03a9f,症状,临床症状,0.8
b698f787-7128-5869-af6d-5f8c85086946,心理问题,f73ef884-f15b-5e5d-b545-8eff490fc04f,症状,临床症状,0.8
b698f787-7128-5869-af6d-5f8c85086946,心理问题,e6cbfc3c-2297-5c10-a41a-9d9eb660e9d0,应对技巧,推荐干预,0.9
b698f787-7128-5869-af6d-5f8c85086946,心理问题,a2851da6-f136-5eef-bf61-6c1ebc6b9cb4,应对技巧,推荐干预,0.9
b698f787-7128-5869-af6d-5f8c85086946,心理问题,686268a9-f8ab-57a3-99b9-a9d04c6c22a1,应对技巧,推荐干预,0.9
b698f787-7128-5869-af6d-5f8c85086946,心理问题,cda0ea0f-9b5d-5ad7-a185-9d5ddbd16a34,应对技巧,推荐干预,0.9
b698f787-7128-5869-af6d-5f8c85086946,心理问题,1b25c646-ec4c-5439-9bb5-27e1e5833692,应对技巧,推荐干预,0.9
b698f787-7128-5869-af6d-5f8c85086946,心理问题,3c02a01a-2f82-5f73-b563-30138972c1d4,应对技巧,推荐干预,0.9
b698f787-7128-5869-af6d-5f8c85086946,心理问题,b6dead78-be7f-5181-b053-5671cc3088f0,文章,科普阅读,0.95
b698f787-7128-5869-af6d-5f8c85086946,心理问题,85818446-531b-519b-b120-5e5833d4f246,文章,科普阅读,0.95
b698f787-7128-5869-af6d-5f8c85086946,心理问题,943b5e7a-f18e-53c3-adfb-8ad16bcec7cc,校园政策,依据政策,0.9
2d8d73b3-9aeb-5326-84f0-2ca8185cebee,校园事件,b698f787-7128-5869-af6d-5f8c85086946,心理问题,诱导场景,0.8
a1d619db-88ae-5f36-8bc9-4c10fc5ce7bc,校园事件,b698f787-7128-5869-af6d-5f8c85086946,心理问题,诱导场景,0.8
c3a7f8e1-4b2d-4c5a-9f1e-8d2a3b4c5d6e,校园事件,b698f787-7128-5869-af6d-5f8c85086946,心理问题,诱导场景,0.8
f7b2c9a4-1d3e-4f5b-8a6c-7e9d0b1c2a3f,校园事件,b698f787-7128-5869-af6d-5f8c85086946,心理问题,诱导场景,0.8
d4e5f6a7-3b2c-4d1e-8f9a-0b1c2d3e4f5a,校园事件,b698f787-7128-5869-af6d-5f8c85086946,心理问题,诱导场景,0.8
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,校园事件,b698f787-7128-5869-af6d-5f8c85086946,心理问题,诱导场景,0.8
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,3996225e-acfa-5c2b-b8f2-169eebad202a,症状,临床症状,0.8
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,875ee41b-f862-555f-a623-5758f50ebd49,症状,临床症状,0.8
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,a9a1acdd-cc14-5b95-9907-395ef5d097d4,症状,临床症状,0.8
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,3b4b2752-1209-5bfc-8552-0228295b244e,症状,临床症状,0.8
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,57de6368-64a4-57fd-a083-73948db79a5e,症状,临床症状,0.8
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,03104b6a-189f-5430-b1d8-2a9b817c66ed,症状,临床症状,0.8
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,132e3c46-2ffc-570a-adbe-0d74fddfec2b,症状,临床症状,0.8
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,07382176-c440-535f-be1c-04452b9784a1,症状,临床症状,0.8
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,eee7d791-6b6e-5c47-9b04-1e437298d98f,症状,临床症状,0.8
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,030456e8-c20d-5715-a7b1-273255c7097f,症状,临床症状,0.8
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,cf5579ac-c1ff-54a7-b86c-9e2880d90fc6,应对技巧,推荐干预,0.9
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,dbe87ff8-ac28-5311-a62e-242695e09280,应对技巧,推荐干预,0.9
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,3b11d07a-590a-5255-b323-a8c9210d5176,应对技巧,推荐干预,0.9
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,686268a9-f8ab-57a3-99b9-a9d04c6c22a1,应对技巧,推荐干预,0.9
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,c62b763b-2eaf-5f22-b1c0-3924fab956c1,应对技巧,推荐干预,0.9
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,7076d791-ec23-58a1-9a43-781f2cecec7b,应对技巧,推荐干预,0.9
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,40abb5bf-e32b-5ebd-8099-ba2de769b6ec,文章,科普阅读,0.95
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,a0bfa5fb-34ce-5acc-ad78-da7cdd663c62,文章,科普阅读,0.95
47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,06d539e8-6370-5060-9910-6615d699e216,校园政策,依据政策,0.9
2d8d73b3-9aeb-5326-84f0-2ca8185cebee,校园事件,47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,诱导场景,0.8
a1d619db-88ae-5f36-8bc9-4c10fc5ce7bc,校园事件,47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,诱导场景,0.8
c3a7f8e1-4b2d-4c5a-9f1e-8d2a3b4c5d6e,校园事件,47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,诱导场景,0.8
f7b2c9a4-1d3e-4f5b-8a6c-7e9d0b1c2a3f,校园事件,47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,诱导场景,0.8
d4e5f6a7-3b2c-4d1e-8f9a-0b1c2d3e4f5a,校园事件,47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,诱导场景,0.8
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,校园事件,47e64a0c-70a0-5369-a8fe-95bed70ce395,心理问题,诱导场景,0.8
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,2895c17e-2791-5b3b-b7c4-17343a1fc33f,症状,临床症状,0.8
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,37bf228d-92a9-5262-82cc-abee548ff832,症状,临床症状,0.8
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,b96c2289-7acc-5fb2-8e55-9c67da702cd6,症状,临床症状,0.8
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,25cb0eb5-4a92-5310-b8b7-bcec78abfb62,症状,临床症状,0.8
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,161ed11c-6db6-5372-833c-631a819a954b,症状,临床症状,0.8
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,1920b67d-e94f-55fb-9404-ecc243234d76,症状,临床症状,0.8
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,d94dac2d-956b-56c8-a778-d67f702f42e2,症状,临床症状,0.8
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,4fc09b91-6343-5fa0-9391-df31b9280269,症状,临床症状,0.8
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,da83aa2b-5a25-5775-9751-781986b52c22,症状,临床症状,0.8
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,261ec077-697c-515a-8424-1165b3fda51a,症状,临床症状,0.8
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,dfb7cc18-899d-5bef-8854-89078b09d47d,应对技巧,推荐干预,0.9
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,55423717-571c-5cbd-abd1-76b781efaf26,应对技巧,推荐干预,0.9
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,60ac6b50-16de-5187-829a-e430df71421d,应对技巧,推荐干预,0.9
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,e591f834-f5a8-5e01-a331-c5a3f39bd758,应对技巧,推荐干预,0.9
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,cda0ea0f-9b5d-5ad7-a185-9d5ddbd16a34,应对技巧,推荐干预,0.9
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,3bc16964-ce1b-5330-955d-a9502e6a7a5c,应对技巧,推荐干预,0.9
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,e45eb29c-6ed5-5165-ba62-318182ae5cae,文章,科普阅读,0.95
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,b6dead78-be7f-5181-b053-5671cc3088f0,文章,科普阅读,0.95
ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,943b5e7a-f18e-53c3-adfb-8ad16bcec7cc,校园政策,依据政策,0.9
2d8d73b3-9aeb-5326-84f0-2ca8185cebee,校园事件,ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,诱导场景,0.8
a1d619db-88ae-5f36-8bc9-4c10fc5ce7bc,校园事件,ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,诱导场景,0.8
c3a7f8e1-4b2d-4c5a-9f1e-8d2a3b4c5d6e,校园事件,ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,诱导场景,0.8
f7b2c9a4-1d3e-4f5b-8a6c-7e9d0b1c2a3f,校园事件,ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,诱导场景,0.8
d4e5f6a7-3b2c-4d1e-8f9a-0b1c2d3e4f5a,校园事件,ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,诱导场景,0.8
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,校园事件,ee55db94-aa20-51f1-a7c9-3d94b9e92a6f,心理问题,诱导场景,0.8
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,1331a393-f7b7-5663-a85a-bd963bd039b0,症状,临床症状,0.8
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,174126a0-7e1f-5a54-ab83-929ef5ecffd1,症状,临床症状,0.8
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,6b6af0d8-ebb1-54a6-bc38-0a21c04aba58,症状,临床症状,0.8
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,b87b4823-1554-5d89-9467-aab2eb19c81f,症状,临床症状,0.8
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,0e892824-dc09-5975-8983-493fc54314bc,症状,临床症状,0.8
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,d38ac0dc-3afa-5fa5-969a-38e64754605e,症状,临床症状,0.8
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,ee32b344-c2a5-5d7d-acaf-ba4060b647f4,症状,临床症状,0.8
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,33e80cdd-b36f-5e69-b6dd-e74c766b730d,症状,临床症状,0.8
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,c00c73f5-bbd8-5042-857b-e5ea249d72b9,症状,临床症状,0.8
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,a525c257-6758-5bde-8833-29db7775ce94,症状,临床症状,0.8
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,d24f9de6-954d-51ad-a685-6d15e0008b10,应对技巧,推荐干预,0.9
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,f2c3dcc4-9193-5af8-902d-7920ce8a6865,应对技巧,推荐干预,0.9
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,3bc16964-ce1b-5330-955d-a9502e6a7a5c,应对技巧,推荐干预,0.9
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,4b4ff6be-7f87-52de-a483-ad3b03f80f68,应对技巧,推荐干预,0.9
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,fdbc4ffb-31e6-534d-b263-1fc6be4616e6,应对技巧,推荐干预,0.9
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,4a5017d7-8d2a-5da8-92dd-8ef421831599,应对技巧,推荐干预,0.9
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,0d7aa52f-128d-40d3-9ffc-01018a231190,文章,科普阅读,0.95
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,85818446-531b-519b-b120-5e5833d4f246,文章,科普阅读,0.95
03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,47f331e8-2120-525d-a821-e13148be6327,校园政策,依据政策,0.9
2d8d73b3-9aeb-5326-84f0-2ca8185cebee,校园事件,03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,诱导场景,0.8
a1d619db-88ae-5f36-8bc9-4c10fc5ce7bc,校园事件,03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,诱导场景,0.8
c3a7f8e1-4b2d-4c5a-9f1e-8d2a3b4c5d6e,校园事件,03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,诱导场景,0.8
f7b2c9a4-1d3e-4f5b-8a6c-7e9d0b1c2a3f,校园事件,03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,诱导场景,0.8
d4e5f6a7-3b2c-4d1e-8f9a-0b1c2d3e4f5a,校园事件,03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,诱导场景,0.8
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,校园事件,03ef4e7f-6687-5d12-b0db-69935edc723b,心理问题,诱导场景,0.8
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,7d4896ac-249b-59f5-8263-bde592e0810b,症状,临床症状,0.8
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,0d4deae3-e0d7-5ba3-99b8-cd263d5e241d,症状,临床症状,0.8
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,dff81aed-9c05-5ae7-a9e7-70e82c2343ba,症状,临床症状,0.8
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,a2c628ca-9e03-5e48-9c4d-9390bdd44941,症状,临床症状,0.8
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,132e3c46-2ffc-570a-adbe-0d74fddfec2b,症状,临床症状,0.8
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,dddbafa0-5fb8-56f4-b0e1-bc2b60701c15,症状,临床症状,0.8
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,da83aa2b-5a25-5775-9751-781986b52c22,症状,临床症状,0.8
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,7a949c41-0b28-5872-976d-9f0c2472cfff,症状,临床症状,0.8
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,15212d44-44bd-5986-9f0d-aea9ffbc0daa,症状,临床症状,0.8
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,8e42ea5f-c256-5681-b66f-cad915419120,症状,临床症状,0.8
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,516089da-4816-579b-817a-3d6d384b3419,应对技巧,推荐干预,0.9
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,40e6a364-6c41-5c37-b042-a4a0e9089dd2,应对技巧,推荐干预,0.9
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,55423717-571c-5cbd-abd1-76b781efaf26,应对技巧,推荐干预,0.9
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,99a1a9cc-badc-5077-9318-f7a6c7ae96e3,应对技巧,推荐干预,0.9
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,5ffb28e0-5980-5822-a859-e736065e4ec5,应对技巧,推荐干预,0.9
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,e591f834-f5a8-5e01-a331-c5a3f39bd758,应对技巧,推荐干预,0.9
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,ed9bc303-edc2-5db0-8291-651e4cacaa5b,文章,科普阅读,0.95
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,40abb5bf-e32b-5ebd-8099-ba2de769b6ec,文章,科普阅读,0.95
c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,47f331e8-2120-525d-a821-e13148be6327,校园政策,依据政策,0.9
2d8d73b3-9aeb-5326-84f0-2ca8185cebee,校园事件,c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,诱导场景,0.8
a1d619db-88ae-5f36-8bc9-4c10fc5ce7bc,校园事件,c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,诱导场景,0.8
c3a7f8e1-4b2d-4c5a-9f1e-8d2a3b4c5d6e,校园事件,c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,诱导场景,0.8
f7b2c9a4-1d3e-4f5b-8a6c-7e9d0b1c2a3f,校园事件,c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,诱导场景,0.8
d4e5f6a7-3b2c-4d1e-8f9a-0b1c2d3e4f5a,校园事件,c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,诱导场景,0.8
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,校园事件,c7736c8e-ec65-58e5-b68f-7c75c7f3bbc6,心理问题,诱导场景,0.8
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,ee32b344-c2a5-5d7d-acaf-ba4060b647f4,症状,临床症状,0.8
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,31c83ad7-1f10-58d3-bb8f-9d6f4c877e97,症状,临床症状,0.8
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,cee5662a-e0ed-5c51-bb4b-e295969362fa,症状,临床症状,0.8
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,1bda8214-d2a9-5ddb-8832-fff236646c41,症状,临床症状,0.8
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,c00c73f5-bbd8-5042-857b-e5ea249d72b9,症状,临床症状,0.8
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,14b4b4d0-ea45-565b-956d-99bcea15b4dd,症状,临床症状,0.8
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,0d4deae3-e0d7-5ba3-99b8-cd263d5e241d,症状,临床症状,0.8
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,b96c2289-7acc-5fb2-8e55-9c67da702cd6,症状,临床症状,0.8
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,204badbc-1411-5c72-a4eb-c5730e8363d6,症状,临床症状,0.8
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,84bc9e62-2817-5004-b0c4-78b428703e21,症状,临床症状,0.8
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,3a2dfd31-1895-5f04-b494-44acf234a6de,应对技巧,推荐干预,0.9
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,516089da-4816-579b-817a-3d6d384b3419,应对技巧,推荐干预,0.9
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,11da9fb5-7c16-51b5-8a62-2ffb59bb593e,应对技巧,推荐干预,0.9
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,40e6a364-6c41-5c37-b042-a4a0e9089dd2,应对技巧,推荐干预,0.9
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,d30e1da3-5f1c-575b-8868-df7fcacbe6e1,应对技巧,推荐干预,0.9
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,0807af15-6155-5c18-9ccb-72365c19ad30,应对技巧,推荐干预,0.9
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,6b085128-1983-58e0-8f6a-2cf4f575a194,文章,科普阅读,0.95
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,e7b2031c-e9bd-503c-901c-41f6fd5bfbd7,文章,科普阅读,0.95
c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,72488aac-9488-5089-95ce-faac007b9c4c,校园政策,依据政策,0.9
2d8d73b3-9aeb-5326-84f0-2ca8185cebee,校园事件,c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,诱导场景,0.8
a1d619db-88ae-5f36-8bc9-4c10fc5ce7bc,校园事件,c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,诱导场景,0.8
c3a7f8e1-4b2d-4c5a-9f1e-8d2a3b4c5d6e,校园事件,c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,诱导场景,0.8
f7b2c9a4-1d3e-4f5b-8a6c-7e9d0b1c2a3f,校园事件,c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,诱导场景,0.8
d4e5f6a7-3b2c-4d1e-8f9a-0b1c2d3e4f5a,校园事件,c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,诱导场景,0.8
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,校园事件,c476a2ee-f593-54f4-8824-d42ab118c4bd,心理问题,诱导场景,0.8
82ac6cc9-e12b-58e6-8b19-d75af1a6aa45,心理问题,e9068249-6424-5d8d-8df1-73fcf9c910bc,症状,临床症状,0.8
82ac6cc9-e12b-58e6-8b19-d75af1a6aa45,心理问题,b96c2289-7acc-5fb2-8e55-9c67da702cd6,症状,临床症状,0.8
82ac6cc9-e12b-58e6-8b19-d75af1a6aa45,心理问题,ef08d21c-62c9-5f6f-84a0-6fb577375c5a,症状,临床症状,0.8
82ac6cc9-e12b-58e6-8b19-d75af1a6aa45,心理问题,f63a3942-d463-52da-bc31-5813e1a6f3dd,症状,临床症状,0.8
82ac6cc9-e12b-58e6-8b19-d75af1a6aa45,心理问题,5e0ced7f-ecf3-54cc-977a-b9cd58038887,症状,临床症状,0.8
82ac6cc9-e12b-58e6-8b19-d75af1a6aa45,心理问题,2808422a-ff2e-5188-ad3f-557bd86b9a02,症状,临床症状,0.8
82ac6cc9-e12b-58e6-8b19-d75af1a6aa45,心理问题,57de6368-64a4-57fd-a083-73948db79a5e,症状,临床症状,0.8
82ac6cc9-e12b-58e6-8b19-d75af1a6aa45,心理问题,7930a392-b014-5ab5-a2fb-33d272459783,症状,临床症状,0.8
82ac6cc9-e12b-58e6-8b19-d75af1a6aa45,心理问题,19ad96f7-cf8a-569d-bfc2-4844e024da81,症状,临床症状,0.8
82ac6cc9-e12b-58e6-8b19-d75af1a6aa45,心理问题,0d4deae3-e0d7-5ba3-99b8-cd263d5e241d,症状,临床症状,0.8
82ac6cc9-e12b-58e6-8b19-d75af1a6aa45,心理问题,60ac6b50-16de-5187-829a-e430df71421d,应对技巧,推荐干预,0.9
