source_uuid,source_label,target_uuid,target_label,relation,weight
07ed67cc-b442-59bb-a798-23bbf13aa52b,心理问题,161ed11c-6db6-5372-833c-631a819a954b,症状,临床症状,0.8
07ed67cc-b442-59bb-a798-23bbf13aa52b,心理问题,5e3f09e1-1179-5b29-93cf-fe1ad0d4dfe9,症状,临床症状,0.8
07ed67cc-b442-59bb-a798-23bbf13aa52b,心理问题,516089da-4816-579b-817a-3d6d384b3419,应对技巧,推荐干预,0.9
07ed67cc-b442-59bb-a798-23bbf13aa52b,心理问题,3c02a01a-2f82-5f73-b563-30138972c1d4,应对技巧,推荐干预,0.9
07ed67cc-b442-59bb-a798-23bbf13aa52b,心理问题,9fce696b-f506-5f46-a8a1-43cf42f1cd66,应对技巧,推荐干预,0.9
07ed67cc-b442-59bb-a798-23bbf13aa52b,心理问题,e591f834-f5a8-5e01-a331-c5a3f39bd758,应对技巧,推荐干预,0.9
07ed67cc-b442-59bb-a798-23bbf13aa52b,心理问题,d07e4f5d-09ee-56f8-9805-43ea33d22ef1,应对技巧,推荐干预,0.9
07ed67cc-b442-59bb-a798-23bbf13aa52b,心理问题,d1b1c12c-1abb-55d6-98d5-1eedc278e159,应对技巧,推荐干预,0.9
07ed67cc-b442-59bb-a798-23bbf13aa52b,心理问题,db76b211-b46d-5acd-81bf-e74d6d9e62f3,文章,科普阅读,0.95
07ed67cc-b442-59bb-a798-23bbf13aa52b,心理问题,8ed30313-dab5-521d-a41f-4252fb51fc7f,文章,科普阅读,0.95
07ed67cc-b442-59bb-a798-23bbf13aa52b,心理问题,b2a375a5-b9fc-5797-ac39-f924cf0cbd5b,校园政策,依据政策,0.9
a1b2c3d4-5e6f-4a7b-8c9d-0e1f2a3b4c5d,校园事件,07ed67cc-b442-59bb-a798-23bbf13aa52b,心理问题,诱导场景,0.8
c9002e8b-7b39-5f38-93d8-accbc0ed2902,心理问题,351800c5-58f6-51d1-bce5-18f249650c3b,症状,临床症状,0.8
c9002e8b-7b39-5f38-93d8-accbc0ed2902,心理问题,3f4b45f3-02e7-57d5-904b-a2343c905f48,症状,临床症状,0.8
c9002e8b-7b39-5f38-93d8-accbc0ed2902,心理问题,14b4b4d0-ea45-565b-956d-99bcea15b4dd,症状,临床症状,0.8
c9002e8b-7b39-5f38-93d8-accbc0ed2902,心理问题,e8d667ba-dba2-504b-8fc4-fd99eb46b229,症状,临床症状,0.8
